Claim_ID,Customer_ID,Vehicle_ID,Policy_Start_Date,Claim_Date,Claim_Amount,Claim_Type
28473,904216,V904216,2025-07-14,2025-07-14,10000,1
28474,456469,V456469,2025-03-07,2025-03-07,10000,1
28475,338571,V338571,2025-01-20,2025-01-20,10000,1
28476,685570,V685570,2025-02-20,2025-02-20,10000,1
28477,612339,V612339,2025-01-20,2025-01-20,10000,1
28478,826808,V826808,2025-01-13,2025-01-13,10000,1
28479,557066,V557066,2025-01-13,2025-01-13,10000,1
28480,347903,V347903,2025-07-21,2025-07-21,10000,1
28481,248138,V248138,2025-12-21,2025-12-21,10000,1
28482,311181,V311181,2025-03-21,2025-03-21,10000,1
28483,913801,V913801,2025-09-21,2025-09-21,10000,1
28484,435255,V435255,2025-03-21,2025-03-21,10000,1
28485,325472,V325472,2025-04-07,2025-04-07,10000,1
28486,418955,V418955,2025-09-07,2025-09-07,10000,1
28487,78764,V78764,2025-03-14,2025-03-14,10000,1
28488,591423,V591423,2025-11-28,2025-11-28,10000,1
28489,299455,V299455,2025-03-07,2025-03-07,10000,1
28490,724839,V724839,2025-06-07,2025-06-07,10000,1
28491,541442,V541442,2025-05-07,2025-05-07,10000,1
28492,532171,V532171,2025-01-06,2025-01-06,10000,1
28493,515975,V515975,2025-10-07,2025-10-07,10000,1
28494,108556,V108556,2025-08-07,2025-08-07,10000,1
28495,361842,V361842,2025-08-21,2025-08-21,10000,1
28496,384869,V384869,2025-07-21,2025-07-21,10000,1
28497,450719,V450719,2025-06-21,2025-06-21,10000,1
28498,151165,V151165,2025-01-06,2025-01-06,10000,1
28499,853533,V853533,2025-01-20,2025-01-20,10000,1
28500,975739,V975739,2025-12-14,2025-12-14,10000,1
28501,778556,V778556,2025-03-14,2025-03-14,10000,1
28502,912726,V912726,2025-10-14,2025-10-14,10000,1
28503,470225,V470225,2025-10-07,2025-10-07,10000,1
28504,782718,V782718,2025-07-28,2025-07-28,10000,1
28505,6716,V6716,2025-05-07,2025-05-07,10000,1
28506,370085,V370085,2025-02-27,2025-02-27,10000,1
28507,466077,V466077,2025-06-07,2025-06-07,10000,1
28508,232295,V232295,2025-09-07,2025-09-07,10000,1
28509,262618,V262618,2025-07-14,2025-07-14,10000,1
28510,227253,V227253,2025-11-28,2025-11-28,10000,1
28511,158851,V158851,2025-01-06,2025-01-06,10000,1
28512,151576,V151576,2025-02-20,2025-02-20,10000,1
28513,832999,V832999,2025-12-14,2025-12-14,10000,1
28514,678561,V678561,2025-12-28,2025-12-28,10000,1
28515,603121,V603121,2025-11-14,2025-11-14,10000,1
28516,64078,V64078,2025-01-27,2025-01-27,10000,1
28517,881135,V881135,2025-06-21,2025-06-21,10000,1
28518,80121,V80121,2025-11-28,2025-11-28,10000,1
28519,525451,V525451,2025-08-28,2025-08-28,10000,1
28520,327950,V327950,2025-01-13,2025-01-13,10000,1
28521,238401,V238401,2025-05-14,2025-05-14,10000,1
28522,503026,V503026,2025-05-21,2025-05-21,10000,1
28523,291350,V291350,2025-01-13,2025-01-13,10000,1
28524,52284,V52284,2025-11-07,2025-11-07,10000,1
28525,843749,V843749,2025-04-28,2025-04-28,10000,1
28526,519666,V519666,2025-11-07,2025-11-07,10000,1
28527,672118,V672118,2025-05-21,2025-05-21,10000,1
28528,416223,V416223,2025-03-21,2025-03-21,10000,1
28529,58170,V58170,2025-12-07,2025-12-07,10000,1
28530,993886,V993886,2025-07-14,2025-07-14,10000,1
28531,216791,V216791,2025-04-28,2025-04-28,10000,1
28532,900967,V900967,2025-08-28,2025-08-28,10000,1
28533,806037,V806037,2025-04-14,2025-04-14,10000,1
28534,23529,V23529,2025-04-14,2025-04-14,10000,1
28535,500367,V500367,2025-02-13,2025-02-13,10000,1
28536,111285,V111285,2025-01-20,2025-01-20,10000,1
28537,169814,V169814,2025-12-21,2025-12-21,10000,1
28538,567093,V567093,2025-06-07,2025-06-07,10000,1
28539,108716,V108716,2025-01-13,2025-01-13,10000,1
28540,415271,V415271,2025-08-14,2025-08-14,10000,1
28541,492375,V492375,2025-04-14,2025-04-14,10000,1
28542,722992,V722992,2025-05-21,2025-05-21,10000,1
28543,821798,V821798,2025-05-07,2025-05-07,10000,1
28544,397016,V397016,2025-09-28,2025-09-28,10000,1
28545,243366,V243366,2025-12-07,2025-12-07,10000,1
28546,133635,V133635,2025-02-13,2025-02-13,10000,1
28547,289320,V289320,2025-06-28,2025-06-28,10000,1
28548,746027,V746027,2025-04-28,2025-04-28,10000,1
28549,645820,V645820,2025-07-14,2025-07-14,10000,1
28550,27143,V27143,2025-02-27,2025-02-27,10000,1
28551,772298,V772298,2025-02-06,2025-02-06,10000,1
28552,178941,V178941,2025-11-28,2025-11-28,10000,1
28553,581839,V581839,2025-09-21,2025-09-21,10000,1
28554,114677,V114677,2025-04-28,2025-04-28,10000,1
28555,578995,V578995,2025-12-14,2025-12-14,10000,1
28556,827980,V827980,2025-03-28,2025-03-28,10000,1
28557,467470,V467470,2025-03-28,2025-03-28,10000,1
28558,587145,V587145,2025-03-21,2025-03-21,10000,1
28559,812327,V812327,2025-06-21,2025-06-21,10000,1
28560,789134,V789134,2025-02-06,2025-02-06,10000,1
28561,592155,V592155,2025-11-28,2025-11-28,10000,1
28562,592979,V592979,2025-02-27,2025-02-27,10000,1
28563,118041,V118041,2025-07-07,2025-07-07,10000,1
28564,154632,V154632,2025-06-28,2025-06-28,10000,1
28565,684501,V684501,2025-03-21,2025-03-21,10000,1
28566,386943,V386943,2025-03-21,2025-03-21,10000,1
28567,857566,V857566,2025-01-27,2025-01-27,10000,1
28568,995785,V995785,2025-09-21,2025-09-21,10000,1
28569,77186,V77186,2025-11-21,2025-11-21,10000,1
28570,803696,V803696,2025-11-21,2025-11-21,10000,1
28571,562061,V562061,2025-09-07,2025-09-07,10000,1
28572,183166,V183166,2025-06-14,2025-06-14,10000,1
28573,654628,V654628,2025-08-07,2025-08-07,10000,1
28574,176823,V176823,2025-02-13,2025-02-13,10000,1
28575,186467,V186467,2025-06-21,2025-06-21,10000,1
28576,665447,V665447,2025-02-27,2025-02-27,10000,1
28577,156112,V156112,2025-07-14,2025-07-14,10000,1
28578,524949,V524949,2025-04-14,2025-04-14,10000,1
28579,392617,V392617,2025-09-21,2025-09-21,10000,1
28580,998370,V998370,2025-10-14,2025-10-14,10000,1
28581,776300,V776300,2025-01-13,2025-01-13,10000,1
28582,693995,V693995,2025-02-27,2025-02-27,10000,1
28583,127389,V127389,2025-01-20,2025-01-20,10000,1
28584,14006,V14006,2025-04-07,2025-04-07,10000,1
28585,868546,V868546,2025-01-27,2025-01-27,10000,1
28586,761880,V761880,2025-08-21,2025-08-21,10000,1
28587,783589,V783589,2025-12-14,2025-12-14,10000,1
28588,367210,V367210,2025-04-21,2025-04-21,10000,1
28589,836025,V836025,2025-03-21,2025-03-21,10000,1
28590,179513,V179513,2025-06-21,2025-06-21,10000,1
28591,328675,V328675,2025-01-06,2025-01-06,10000,1
28592,926122,V926122,2025-05-21,2025-05-21,10000,1
28593,720393,V720393,2025-04-14,2025-04-14,10000,1
28594,759165,V759165,2025-03-21,2025-03-21,10000,1
28595,423347,V423347,2025-09-07,2025-09-07,10000,1
28596,224783,V224783,2025-02-27,2025-02-27,10000,1
28597,74386,V74386,2025-03-28,2025-03-28,10000,1
28598,388780,V388780,2025-03-28,2025-03-28,10000,1
28599,59337,V59337,2025-02-13,2025-02-13,10000,1
28600,117751,V117751,2025-09-21,2025-09-21,10000,1
28601,11292,V11292,2025-11-07,2025-11-07,10000,1
28602,597638,V597638,2025-11-21,2025-11-21,10000,1
28603,693712,V693712,2025-05-21,2025-05-21,10000,1
28604,378725,V378725,2025-10-07,2025-10-07,10000,1
28605,942609,V942609,2025-06-07,2025-06-07,10000,1
28606,150440,V150440,2025-01-13,2025-01-13,10000,1
28607,814469,V814469,2025-04-28,2025-04-28,10000,1
28608,654862,V654862,2025-03-28,2025-03-28,10000,1
28609,787059,V787059,2025-06-07,2025-06-07,10000,1
28610,762437,V762437,2025-02-27,2025-02-27,10000,1
28611,619804,V619804,2025-06-14,2025-06-14,10000,1
28612,289228,V289228,2025-03-28,2025-03-28,10000,1
28613,927777,V927777,2025-11-28,2025-11-28,10000,1
28614,901045,V901045,2025-11-14,2025-11-14,10000,1
28615,923683,V923683,2025-09-21,2025-09-21,10000,1
28616,42249,V42249,2025-06-07,2025-06-07,10000,1
28617,435486,V435486,2025-11-07,2025-11-07,10000,1
28618,648335,V648335,2025-05-28,2025-05-28,10000,1
28619,296809,V296809,2025-12-14,2025-12-14,10000,1
28620,119954,V119954,2025-09-28,2025-09-28,10000,1
28621,600261,V600261,2025-01-20,2025-01-20,10000,1
28622,632842,V632842,2025-01-27,2025-01-27,10000,1
28623,531574,V531574,2025-05-21,2025-05-21,10000,1
28624,937424,V937424,2025-04-07,2025-04-07,10000,1
28625,557492,V557492,2025-03-14,2025-03-14,10000,1
28626,258965,V258965,2025-07-21,2025-07-21,10000,1
28627,804527,V804527,2025-02-27,2025-02-27,10000,1
28628,648101,V648101,2025-10-07,2025-10-07,10000,1
28629,293599,V293599,2025-03-07,2025-03-07,10000,1
28630,255291,V255291,2025-07-07,2025-07-07,10000,1
28631,193458,V193458,2025-07-28,2025-07-28,10000,1
28632,737229,V737229,2025-04-14,2025-04-14,10000,1
28633,146001,V146001,2025-11-28,2025-11-28,10000,1
28634,223456,V223456,2025-07-14,2025-07-14,10000,1
28635,295681,V295681,2025-11-14,2025-11-14,10000,1
28636,925773,V925773,2025-06-07,2025-06-07,10000,1
28637,319006,V319006,2025-08-07,2025-08-07,10000,1
28638,113481,V113481,2025-01-20,2025-01-20,10000,1
28639,364848,V364848,2025-11-07,2025-11-07,10000,1
28640,907952,V907952,2025-09-28,2025-09-28,10000,1
28641,814936,V814936,2025-08-07,2025-08-07,10000,1
28642,501678,V501678,2025-09-14,2025-09-14,10000,1
28643,234328,V234328,2025-03-28,2025-03-28,10000,1
28644,562891,V562891,2025-12-14,2025-12-14,10000,1
28645,293376,V293376,2025-07-28,2025-07-28,10000,1
28646,608703,V608703,2025-02-13,2025-02-13,10000,1
28647,247735,V247735,2025-11-14,2025-11-14,10000,1
28648,357457,V357457,2025-08-28,2025-08-28,10000,1
28649,929142,V929142,2025-08-21,2025-08-21,10000,1
28650,781668,V781668,2025-09-14,2025-09-14,10000,1
28651,447082,V447082,2025-07-14,2025-07-14,10000,1
28652,77559,V77559,2025-11-28,2025-11-28,10000,1
28653,421629,V421629,2025-12-28,2025-12-28,10000,1
28654,408782,V408782,2025-11-21,2025-11-21,10000,1
28655,894898,V894898,2025-01-27,2025-01-27,10000,1
28656,460700,V460700,2025-09-28,2025-09-28,10000,1
28657,308673,V308673,2025-05-14,2025-05-14,10000,1
28658,346281,V346281,2025-02-13,2025-02-13,10000,1
28659,519886,V519886,2025-06-14,2025-06-14,10000,1
28660,877421,V877421,2025-04-28,2025-04-28,10000,1
28661,873350,V873350,2025-03-14,2025-03-14,10000,1
28662,533625,V533625,2025-12-28,2025-12-28,10000,1
28663,278205,V278205,2025-02-13,2025-02-13,10000,1
28664,152354,V152354,2025-04-07,2025-04-07,10000,1
28665,170431,V170431,2025-08-28,2025-08-28,10000,1
28666,953650,V953650,2025-08-07,2025-08-07,10000,1
28667,723792,V723792,2025-07-28,2025-07-28,10000,1
28668,523286,V523286,2025-09-28,2025-09-28,10000,1
28669,79436,V79436,2025-01-13,2025-01-13,10000,1
28670,360822,V360822,2025-11-07,2025-11-07,10000,1
28671,311463,V311463,2025-12-28,2025-12-28,10000,1
28672,439946,V439946,2025-01-13,2025-01-13,10000,1
28673,508402,V508402,2025-01-27,2025-01-27,10000,1
28674,330078,V330078,2025-11-07,2025-11-07,10000,1
28675,464726,V464726,2025-09-28,2025-09-28,10000,1
28676,977501,V977501,2025-10-07,2025-10-07,10000,1
28677,579476,V579476,2025-04-07,2025-04-07,10000,1
28678,980595,V980595,2025-03-21,2025-03-21,10000,1
28679,647400,V647400,2025-11-07,2025-11-07,10000,1
28680,92008,V92008,2025-05-21,2025-05-21,10000,1
28681,606201,V606201,2025-04-14,2025-04-14,10000,1
28682,455751,V455751,2025-03-21,2025-03-21,10000,1
28683,364885,V364885,2025-12-14,2025-12-14,10000,1
28684,88508,V88508,2025-10-28,2025-10-28,10000,1
28685,766248,V766248,2025-07-28,2025-07-28,10000,1
28686,897368,V897368,2025-10-28,2025-10-28,10000,1
28687,476606,V476606,2025-03-14,2025-03-14,10000,1
28688,16010,V16010,2025-09-28,2025-09-28,10000,1
28689,665584,V665584,2025-07-14,2025-07-14,10000,1
28690,499770,V499770,2025-06-28,2025-06-28,10000,1
28691,96691,V96691,2025-03-07,2025-03-07,10000,1
28692,40548,V40548,2025-10-14,2025-10-14,10000,1
28693,587915,V587915,2025-04-28,2025-04-28,10000,1
28694,277547,V277547,2025-04-28,2025-04-28,10000,1
28695,408249,V408249,2025-06-07,2025-06-07,10000,1
28696,792122,V792122,2025-04-07,2025-04-07,10000,1
28697,871802,V871802,2025-12-21,2025-12-21,10000,1
28698,90331,V90331,2025-10-21,2025-10-21,10000,1
28699,562228,V562228,2025-02-20,2025-02-20,10000,1
28700,922981,V922981,2025-10-21,2025-10-21,10000,1
28701,740211,V740211,2025-06-07,2025-06-07,10000,1
28702,939031,V939031,2025-08-28,2025-08-28,10000,1
28703,377039,V377039,2025-02-27,2025-02-27,10000,1
28704,673918,V673918,2025-04-21,2025-04-21,10000,1
28705,979870,V979870,2025-03-28,2025-03-28,10000,1
28706,383589,V383589,2025-01-20,2025-01-20,10000,1
28707,940748,V940748,2025-05-07,2025-05-07,10000,1
28708,220979,V220979,2025-10-07,2025-10-07,10000,1
28709,40327,V40327,2025-03-07,2025-03-07,10000,1
28710,820600,V820600,2025-01-27,2025-01-27,10000,1
28711,601450,V601450,2025-04-21,2025-04-21,10000,1
28712,307133,V307133,2025-02-27,2025-02-27,10000,1
28713,570242,V570242,2025-01-13,2025-01-13,10000,1
28714,891116,V891116,2025-09-28,2025-09-28,10000,1
28715,904735,V904735,2025-12-14,2025-12-14,10000,1
28716,498939,V498939,2025-03-21,2025-03-21,10000,1
28717,703601,V703601,2025-05-28,2025-05-28,10000,1
28718,571485,V571485,2025-06-07,2025-06-07,10000,1
28719,557415,V557415,2025-12-28,2025-12-28,10000,1
28720,745318,V745318,2025-05-21,2025-05-21,10000,1
28721,442850,V442850,2025-12-21,2025-12-21,10000,1
28722,900693,V900693,2025-11-28,2025-11-28,10000,1
28723,118011,V118011,2025-06-07,2025-06-07,10000,1
28724,301093,V301093,2025-08-28,2025-08-28,10000,1
28725,360385,V360385,2025-08-28,2025-08-28,10000,1
28726,940939,V940939,2025-11-14,2025-11-14,10000,1
28727,305464,V305464,2025-08-07,2025-08-07,10000,1
28728,222358,V222358,2025-07-14,2025-07-14,10000,1
28729,436683,V436683,2025-02-13,2025-02-13,10000,1
28730,301299,V301299,2025-03-21,2025-03-21,10000,1
28731,606347,V606347,2025-09-07,2025-09-07,10000,1
28732,324205,V324205,2025-10-21,2025-10-21,10000,1
28733,546398,V546398,2025-11-21,2025-11-21,10000,1
28734,727941,V727941,2025-11-28,2025-11-28,10000,1
28735,734376,V734376,2025-06-28,2025-06-28,10000,1
28736,68913,V68913,2025-04-14,2025-04-14,10000,1
28737,940061,V940061,2025-06-21,2025-06-21,10000,1
28738,176906,V176906,2025-05-07,2025-05-07,10000,1
28739,94936,V94936,2025-05-21,2025-05-21,10000,1
28740,446862,V446862,2025-12-07,2025-12-07,10000,1
28741,720766,V720766,2025-04-21,2025-04-21,10000,1
28742,327278,V327278,2025-03-14,2025-03-14,10000,1
28743,24468,V24468,2025-11-07,2025-11-07,10000,1
28744,561739,V561739,2025-10-21,2025-10-21,10000,1
28745,431267,V431267,2025-04-28,2025-04-28,10000,1
28746,231645,V231645,2025-11-28,2025-11-28,10000,1
28747,108235,V108235,2025-09-21,2025-09-21,10000,1
28748,718647,V718647,2025-07-07,2025-07-07,10000,1
28749,737320,V737320,2025-07-14,2025-07-14,10000,1
28750,786409,V786409,2025-08-28,2025-08-28,10000,1
28751,391816,V391816,2025-07-14,2025-07-14,10000,1
28752,871704,V871704,2025-09-14,2025-09-14,10000,1
28753,511980,V511980,2025-11-07,2025-11-07,10000,1
28754,326723,V326723,2025-09-07,2025-09-07,10000,1
28755,776246,V776246,2025-11-21,2025-11-21,10000,1
28756,761684,V761684,2025-02-06,2025-02-06,10000,1
28757,786707,V786707,2025-06-21,2025-06-21,10000,1
28758,749443,V749443,2025-08-28,2025-08-28,10000,1
28759,75349,V75349,2025-11-14,2025-11-14,10000,1
28760,504324,V504324,2025-12-07,2025-12-07,10000,1
28761,605567,V605567,2025-07-21,2025-07-21,10000,1
28762,372686,V372686,2025-04-07,2025-04-07,10000,1
28763,899123,V899123,2025-08-14,2025-08-14,10000,1
28764,722284,V722284,2025-06-14,2025-06-14,10000,1
28765,384527,V384527,2025-08-14,2025-08-14,10000,1
28766,598455,V598455,2025-02-13,2025-02-13,10000,1
28767,471245,V471245,2025-07-21,2025-07-21,10000,1
28768,634316,V634316,2025-02-06,2025-02-06,10000,1
28769,111956,V111956,2025-11-21,2025-11-21,10000,1
28770,394524,V394524,2025-12-07,2025-12-07,10000,1
28771,5480,V5480,2025-12-21,2025-12-21,10000,1
28772,854088,V854088,2025-07-28,2025-07-28,10000,1
28773,148067,V148067,2025-07-21,2025-07-21,10000,1
28774,388614,V388614,2025-10-14,2025-10-14,10000,1
28775,754506,V754506,2025-06-28,2025-06-28,10000,1
28776,923973,V923973,2025-07-07,2025-07-07,10000,1
28777,776032,V776032,2025-04-21,2025-04-21,10000,1
28778,152605,V152605,2025-12-14,2025-12-14,10000,1
28779,102745,V102745,2025-09-21,2025-09-21,10000,1
28780,472672,V472672,2025-06-14,2025-06-14,10000,1
28781,595350,V595350,2025-08-21,2025-08-21,10000,1
28782,934578,V934578,2025-06-28,2025-06-28,10000,1
28783,517073,V517073,2025-10-07,2025-10-07,10000,1
28784,73647,V73647,2025-03-21,2025-03-21,10000,1
28785,949570,V949570,2025-06-14,2025-06-14,10000,1
28786,883612,V883612,2025-03-28,2025-03-28,10000,1
28787,487854,V487854,2025-12-07,2025-12-07,10000,1
28788,391146,V391146,2025-09-14,2025-09-14,10000,1
28789,481486,V481486,2025-07-14,2025-07-14,10000,1
28790,211935,V211935,2025-01-20,2025-01-20,10000,1
28791,712334,V712334,2025-04-07,2025-04-07,10000,1
28792,172667,V172667,2025-10-07,2025-10-07,10000,1
28793,845793,V845793,2025-11-28,2025-11-28,10000,1
28794,421944,V421944,2025-11-07,2025-11-07,10000,1
28795,730940,V730940,2025-02-06,2025-02-06,10000,1
28796,446822,V446822,2025-10-28,2025-10-28,10000,1
28797,494320,V494320,2025-08-07,2025-08-07,10000,1
28798,794369,V794369,2025-05-28,2025-05-28,10000,1
28799,165317,V165317,2025-09-07,2025-09-07,10000,1
28800,376231,V376231,2025-12-14,2025-12-14,10000,1
28801,805106,V805106,2025-09-28,2025-09-28,10000,1
28802,752852,V752852,2025-12-21,2025-12-21,10000,1
28803,167307,V167307,2025-02-13,2025-02-13,10000,1
28804,894693,V894693,2025-07-07,2025-07-07,10000,1
28805,753729,V753729,2025-05-14,2025-05-14,10000,1
28806,84475,V84475,2025-10-21,2025-10-21,10000,1
28807,794532,V794532,2025-11-07,2025-11-07,10000,1
28808,722460,V722460,2025-12-07,2025-12-07,10000,1
28809,435150,V435150,2025-12-07,2025-12-07,10000,1
28810,273521,V273521,2025-04-28,2025-04-28,10000,1
28811,777221,V777221,2025-07-21,2025-07-21,10000,1
28812,125118,V125118,2025-11-07,2025-11-07,10000,1
28813,844551,V844551,2025-07-07,2025-07-07,10000,1
28814,799883,V799883,2025-06-21,2025-06-21,10000,1
28815,11122,V11122,2025-05-21,2025-05-21,10000,1
28816,367074,V367074,2025-12-07,2025-12-07,10000,1
28817,31954,V31954,2025-04-21,2025-04-21,10000,1
28818,854150,V854150,2025-09-28,2025-09-28,10000,1
28819,256563,V256563,2025-12-28,2025-12-28,10000,1
28820,206787,V206787,2025-12-28,2025-12-28,10000,1
28821,926099,V926099,2025-04-28,2025-04-28,10000,1
28822,592606,V592606,2025-02-20,2025-02-20,10000,1
28823,259308,V259308,2025-06-28,2025-06-28,10000,1
28824,49576,V49576,2025-06-14,2025-06-14,10000,1
28825,268261,V268261,2025-12-14,2025-12-14,10000,1
28826,652531,V652531,2025-11-14,2025-11-14,10000,1
28827,686172,V686172,2025-10-14,2025-10-14,10000,1
28828,25237,V25237,2025-12-14,2025-12-14,10000,1
28829,465779,V465779,2025-08-14,2025-08-14,10000,1
28830,424993,V424993,2025-03-07,2025-03-07,10000,1
28831,625287,V625287,2025-06-07,2025-06-07,10000,1
28832,820874,V820874,2025-10-28,2025-10-28,10000,1
28833,562647,V562647,2025-04-14,2025-04-14,10000,1
28834,897574,V897574,2025-05-21,2025-05-21,10000,1
28835,596037,V596037,2025-07-07,2025-07-07,10000,1
28836,217919,V217919,2025-05-28,2025-05-28,10000,1
28837,64454,V64454,2025-02-06,2025-02-06,10000,1
28838,150447,V150447,2025-01-20,2025-01-20,10000,1
28839,681956,V681956,2025-04-07,2025-04-07,10000,1
28840,310442,V310442,2025-03-14,2025-03-14,10000,1
28841,899245,V899245,2025-12-14,2025-12-14,10000,1
28842,958011,V958011,2025-07-07,2025-07-07,10000,1
28843,227414,V227414,2025-05-07,2025-05-07,10000,1
28844,180,V180,2025-06-28,2025-06-28,10000,1
28845,978247,V978247,2025-10-21,2025-10-21,10000,1
28846,357511,V357511,2025-10-21,2025-10-21,10000,1
28847,463820,V463820,2025-04-07,2025-04-07,10000,1
28848,285683,V285683,2025-07-21,2025-07-21,10000,1
28849,739143,V739143,2025-07-07,2025-07-07,10000,1
28850,844308,V844308,2025-11-07,2025-11-07,10000,1
28851,752761,V752761,2025-09-21,2025-09-21,10000,1
28852,184034,V184034,2025-10-28,2025-10-28,10000,1
28853,442484,V442484,2025-12-21,2025-12-21,10000,1
28854,113168,V113168,2025-03-14,2025-03-14,10000,1
28855,543050,V543050,2025-09-28,2025-09-28,10000,1
28856,881904,V881904,2025-07-28,2025-07-28,10000,1
28857,800114,V800114,2025-02-06,2025-02-06,10000,1
28858,391854,V391854,2025-08-21,2025-08-21,10000,1
28859,119092,V119092,2025-05-21,2025-05-21,10000,1
28860,132544,V132544,2025-02-20,2025-02-20,10000,1
28861,412960,V412960,2025-04-21,2025-04-21,10000,1
28862,693469,V693469,2025-09-21,2025-09-21,10000,1
28863,715665,V715665,2025-05-14,2025-05-14,10000,1
28864,238219,V238219,2025-11-14,2025-11-14,10000,1
28865,260033,V260033,2025-06-21,2025-06-21,10000,1
28866,301787,V301787,2025-07-21,2025-07-21,10000,1
28867,68631,V68631,2025-07-07,2025-07-07,10000,1
28868,227544,V227544,2025-09-14,2025-09-14,10000,1
28869,812206,V812206,2025-02-20,2025-02-20,10000,1
28870,992209,V992209,2025-12-14,2025-12-14,10000,1
28871,704862,V704862,2025-11-07,2025-11-07,10000,1
28872,236854,V236854,2025-02-20,2025-02-20,10000,1
28873,598424,V598424,2025-01-13,2025-01-13,10000,1
28874,665943,V665943,2025-07-07,2025-07-07,10000,1
28875,363878,V363878,2025-03-14,2025-03-14,10000,1
28876,121411,V121411,2025-09-21,2025-09-21,10000,1
28877,81127,V81127,2025-08-28,2025-08-28,10000,1
28878,982869,V982869,2025-06-07,2025-06-07,10000,1
28879,37634,V37634,2025-10-28,2025-10-28,10000,1
28880,276984,V276984,2025-10-14,2025-10-14,10000,1
28881,263466,V263466,2025-11-07,2025-11-07,10000,1
28882,972208,V972208,2025-04-21,2025-04-21,10000,1
28883,48034,V48034,2025-03-28,2025-03-28,10000,1
28884,424222,V424222,2025-01-27,2025-01-27,10000,1
28885,599810,V599810,2025-10-28,2025-10-28,10000,1
28886,555137,V555137,2025-10-07,2025-10-07,10000,1
28887,548906,V548906,2025-09-28,2025-09-28,10000,1
28888,158370,V158370,2025-09-14,2025-09-14,10000,1
28889,952071,V952071,2025-04-14,2025-04-14,10000,1
28890,57743,V57743,2025-10-07,2025-10-07,10000,1
28891,645743,V645743,2025-04-28,2025-04-28,10000,1
28892,483493,V483493,2025-01-06,2025-01-06,10000,1
28893,638660,V638660,2025-12-21,2025-12-21,10000,1
28894,486969,V486969,2025-07-07,2025-07-07,10000,1
28895,65497,V65497,2025-12-14,2025-12-14,10000,1
28896,818190,V818190,2025-06-28,2025-06-28,10000,1
28897,662762,V662762,2025-10-28,2025-10-28,10000,1
28898,176134,V176134,2025-03-28,2025-03-28,10000,1
28899,289367,V289367,2025-08-14,2025-08-14,10000,1
28900,701818,V701818,2025-07-14,2025-07-14,10000,1
28901,251988,V251988,2025-06-28,2025-06-28,10000,1
28902,798626,V798626,2025-01-13,2025-01-13,10000,1
28903,353814,V353814,2025-09-14,2025-09-14,10000,1
28904,168296,V168296,2025-10-28,2025-10-28,10000,1
28905,607253,V607253,2025-02-27,2025-02-27,10000,1
28906,604965,V604965,2025-11-28,2025-11-28,10000,1
28907,739998,V739998,2025-11-07,2025-11-07,10000,1
28908,414600,V414600,2025-10-14,2025-10-14,10000,1
28909,893701,V893701,2025-10-21,2025-10-21,10000,1
28910,247322,V247322,2025-09-28,2025-09-28,10000,1
28911,521167,V521167,2025-12-14,2025-12-14,10000,1
28912,597584,V597584,2025-09-28,2025-09-28,10000,1
28913,295735,V295735,2025-01-06,2025-01-06,10000,1
28914,440891,V440891,2025-08-14,2025-08-14,10000,1
28915,270945,V270945,2025-04-14,2025-04-14,10000,1
28916,88997,V88997,2025-02-27,2025-02-27,10000,1
28917,399892,V399892,2025-08-07,2025-08-07,10000,1
28918,375346,V375346,2025-07-14,2025-07-14,10000,1
28919,837750,V837750,2025-12-07,2025-12-07,10000,1
28920,894563,V894563,2025-02-27,2025-02-27,10000,1
28921,147267,V147267,2025-05-14,2025-05-14,10000,1
28922,407355,V407355,2025-12-28,2025-12-28,10000,1
28923,848737,V848737,2025-12-14,2025-12-14,10000,1
28924,536776,V536776,2025-08-07,2025-08-07,10000,1
28925,930141,V930141,2025-05-14,2025-05-14,10000,1
28926,142730,V142730,2025-12-21,2025-12-21,10000,1
28927,454348,V454348,2025-05-21,2025-05-21,10000,1
28928,303922,V303922,2025-05-21,2025-05-21,10000,1
28929,21065,V21065,2025-07-21,2025-07-21,10000,1
28930,456378,V456378,2025-12-07,2025-12-07,10000,1
28931,132140,V132140,2025-01-13,2025-01-13,10000,1
28932,93533,V93533,2025-07-21,2025-07-21,10000,1
28933,579910,V579910,2025-06-14,2025-06-14,10000,1
28934,968914,V968914,2025-04-21,2025-04-21,10000,1
28935,209678,V209678,2025-11-21,2025-11-21,10000,1
28936,442515,V442515,2025-01-20,2025-01-20,10000,1
28937,228496,V228496,2025-04-21,2025-04-21,10000,1
28938,936181,V936181,2025-11-14,2025-11-14,10000,1
28939,975045,V975045,2025-01-20,2025-01-20,10000,1
28940,565026,V565026,2025-10-14,2025-10-14,10000,1
28941,793485,V793485,2025-12-28,2025-12-28,10000,1
28942,686728,V686728,2025-04-21,2025-04-21,10000,1
28943,737901,V737901,2025-02-13,2025-02-13,10000,1
28944,628717,V628717,2025-10-21,2025-10-21,10000,1
28945,101541,V101541,2025-06-07,2025-06-07,10000,1
28946,644052,V644052,2025-09-14,2025-09-14,10000,1
28947,240141,V240141,2025-02-13,2025-02-13,10000,1
28948,997194,V997194,2025-07-28,2025-07-28,10000,1
28949,81838,V81838,2025-08-07,2025-08-07,10000,1
28950,847219,V847219,2025-10-21,2025-10-21,10000,1
28951,491576,V491576,2025-02-06,2025-02-06,10000,1
28952,400105,V400105,2025-03-07,2025-03-07,10000,1
